House ID,dining,River,bathrooms,built,space,farm,Knight,bedrooms,visit,priced,bless,Dock,curse,Location,Capital,Royal Market,Guarding_tower,holy_tree,renovation,price
6e32cf45,3,8.780965,4,2/17/1601 12:43 AM ,0,0,16.99148,3,0,5/6/1609 3:10 PM,154,6.664954,0, The Mountains,6.412423,61.399993,118.533229,1,0,1495850
6e32cf47,2,41.822487,3,12/14/1604 3:29 AM ,,1,37.882273,2,0,5/6/1611 4:40 AM,132,12.540865,0, Cursed Land,27.528001,132.196721,102.179942,1,0,1240531
6e32cf4b,3,42.63296,4,5/14/1600 10:15 PM ,0,0,15.775998,3,0,2/15/1609 7:17 PM,155,26.910972,1, Servant's Premises,5.051018,95.267946,124.213778,,0,1315905
6e32cf51,3,27.094843,4,3/4/1602 4:31 AM ,0,0,36.682973,3,0,11/18/1608 2:37 AM,133,,0, Servant's Premises,26.532328,12.94138,27.03828,1,0,1434583
6e32cf57,4,20.10387,3,9/7/1605 12:12 PM ,0,1,25.854943,4,0,1/28/1610 2:53 PM,145,24.658268,1, The Mountains,15.220463,81.003364,234.799022,0,0,1485374
6e32cf5b,2,4.094995,3,9/13/1603 1:47 PM ,,1,23.563624,,,8/12/1610 7:29 PM,147,1.122904,0, The Mountains,12.733926,18.667091,50.964912,,,1419395
6e32cf5f,2,60.819794,3,5/5/1603 2:43 PM ,0,1,109.422107,3,0,10/18/1608 6:32 PM,61,8.938509,0, Servant's Premises,98.652182,70.194408,84.156413,1,1,1048217
6e32cf63,3,6.41729,,3/23/1605 3:37 PM ,0,1,109.293587,3,0,10/27/1608 5:54 PM,61,3.246707,0, The Mountains,98.765114,150.032514,205.231808,1,0,1082473
6e32cf67,2,24.478625,4,2/5/1600 2:10 AM ,0,0,41.673909,2,0,5/14/1610 6:25 AM,129,119.1877,0,,31.16518,2.913328,183.857944,1,0,1255892
6e32cf6d,4,36.686379,2,6/13/1600 6:58 PM ,0,0,24.819694,3,0,2/23/1610 6:32 AM,146,63.861157,0, Servant's Premises,14.148026,23.545431,88.662829,1,0,1414831
6e32cf70,3,17.494191,3,8/24/1600 2:21 PM ,0,1,72.449136,3,0,8/22/1611 5:37 AM,98,,0, The Mountains,61.604752,85.026054,111.073489,1,,1195212
6e32cf73,3,51.55232,2,9/6/1600 4:17 AM ,0,0,31.21515,2,0,5/5/1608 1:49 PM,139,18.839709,0, King's Landing,20.800243,129.162646,14.489745,1,,1360914
6e32cf76,2,2.980832,3,9/19/1606 11:55 PM ,0,0,98.032248,2,0,7/26/1608 5:17 AM,73,54.645921,1, Cursed Land,87.174747,16.476015,59.149911,0,0,1136222
6e32cf7c,3,9.879558,2,9/10/1602 1:18 AM ,0,0,122.889439,2,0,10/10/1612 2:47 PM,48,151.105728,0, Servant's Premises,111.965941,99.671185,72.036244,1,0,837994
6e32cf80,3,13.758185,3,3/15/1605 11:16 PM ,0,0,38.774105,4,0,1/19/1612 7:39 AM,132,11.666815,0, The Mountains,27.953048,50.869864,7.977065,,0,1426681
6e32cf86,2,6.483024,2,11/1/1600 7:35 AM ,0,0,23.422529,2,0,4/5/1610 8:22 PM,147,91.995895,0, The Mountains,12.801883,36.038488,65.958943,1,1,1377761
6e32cf8c,3,29.957674,3,9/3/1606 3:11 AM ,,0,35.355721,4,0,12/23/1607 5:57 PM,136,28.097092,0, The Mountains,24.365967,47.656262,27.19059,1,0,1540500
6e32cf92,,21.011419,,7/5/1601 12:54 AM ,,0,34.292892,2,0,8/2/1608 1:35 AM,136,11.38196,1, The Mountains,23.760392,32.981737,67.083665,0,0,1370730
6e32cf94,2,8.596491,3,12/11/1604 9:21 AM ,0,0,47.990319,2,0,9/10/1610 12:10 AM,123,34.380313,, The Mountains,37.491263,73.30761,213.518082,1,0,1274514
6e32cf98,4,25.023969,2,10/25/1600 9:34 AM ,0,1,31.422184,4,0,8/26/1611 3:12 AM,139,35.572115,1, Servant's Premises,21.289962,15.138499,219.322458,0,0,1406518
6e32cf9d,4,43.794177,2,10/25/1604 9:30 AM ,0,1,130.205692,4,0,1/2/1607 9:35 AM,40,57.230995,1, Cursed Land,119.778364,1.543217,45.556787,0,0,1106558
6e32cf9f,3,9.764943,4,1/11/1603 2:22 AM ,0,0,67.637545,2,0,1/19/1609 11:29 AM,103,,1, The Mountains,56.883775,2.550933,53.288066,0,0,1311503
6e32cfa3,3,77.656929,3,12/28/1604 9:11 AM ,0,0,118.003414,4,0,10/25/1612 11:27 AM,52,62.104754,, The Mountains,107.687755,56.15136,122.390194,1,,994838
6e32cfa9,,24.298255,3,8/18/1606 12:23 AM ,0,0,14.695102,2,0,1/20/1608 10:45 AM,156,82.283966,1, Cursed Land,4.331436,29.043012,119.126593,0,0,1409057
6e32cfad,2,34.279911,3,9/16/1602 7:37 PM ,0,0,10.630346,2,0,12/20/1610 11:58 AM,160,89.226178,0, The Mountains,0.416545,83.035603,120.919853,1,0,1359193
6e32cfb1,3,41.447449,4,3/4/1604 8:27 AM ,0,0,46.459145,4,0,3/6/1609 8:21 AM,124,34.600947,0, King's Landing,35.698995,110.500053,86.664647,,0,1321611
6e32cfb7,4,1.821655,4,9/11/1603 11:53 AM ,0,0,,2,0,5/20/1611 4:49 PM,74,34.524141,0, The Mountains,,6.740951,222.341302,1,0,1317434
6e32cfb9,3,43.261003,2,1/13/1600 12:32 AM ,0,1,15.207348,3,0,10/2/1610 1:23 PM,156,26.174476,0, The Mountains,4.460661,12.904976,123.568064,1,0,1494069
6e32cfbc,4,4.424503,3,3/23/1604 5:26 AM ,0,1,71.788989,3,0,4/24/1612 3:16 AM,99,17.66758,0, King's Landing,61.310843,122.809509,128.133129,1,0,1290309
6e32cfc0,,18.551798,3,12/2/1603 3:31 AM ,0,1,60.196272,4,0,5/19/1610 6:12 PM,110,3.532019,0, The Mountains,49.64613,33.39117,74.198027,1,0,1399373
6e32cfc5,2,1.672798,4,2/1/1600 11:14 AM ,0,0,110.478163,3,0,7/27/1611 7:35 PM,60,20.203496,0, The Mountains,99.86107,59.873769,190.421617,1,1,1008656
6e32cfc8,2,38.304237,3,5/26/1600 2:12 AM ,0,0,23.512504,,0,9/27/1609 7:32 PM,147,27.013595,, Servant's Premises,13.134552,31.489187,44.880304,1,0,1377460
6e32cfca,,55.022168,4,10/20/1600 6:40 AM ,,1,35.117409,4,,7/24/1607 6:37 AM,135,4.102159,0, King's Landing,24.909507,38.478102,145.198089,,0,1348625
6e32cfcf,3,13.210756,3,11/18/1600 4:45 AM ,0,0,44.565672,4,0,12/7/1609 7:46 AM,126,54.397619,0, The Mountains,34.328906,15.621175,43.039403,,0,1344978
6e32cfd3,2,20.379008,4,12/28/1600 10:42 PM ,0,0,63.465074,3,0,5/4/1612 4:12 PM,107,0.550172,0, The Mountains,52.901633,114.410861,,1,0,1167093
6e32cfd5,3,1.257721,3,6/13/1601 1:25 PM ,,1,35.568437,3,0,6/19/1611 4:13 AM,135,38.877415,0, Servant's Premises,25.065928,,76.196189,,0,1333643
6e32cfda,3,4.528548,2,3/6/1600 2:43 PM ,0,0,36.195189,3,0,12/2/1610 5:12 AM,134,11.603696,0, The Mountains,26.137153,90.88417,122.798444,1,1,1342903
6e32cfde,4,47.287544,3,12/15/1600 3:34 AM ,0,0,46.502972,,0,6/11/1607 8:10 AM,124,29.751994,0, The Mountains,35.790417,7.269568,170.610065,1,0,1353618
6e32cfe1,,12.546223,,1/18/1602 11:35 PM ,0,0,11.51611,2,0,5/8/1611 1:44 AM,159,34.191925,0, The Mountains,0.529202,35.085326,148.2714,1,0,1436392
6e32cfe4,3,0.732612,2,8/17/1602 8:53 AM ,,0,31.679897,3,0,3/9/1611 5:23 AM,139,39.18463,0, The Mountains,21.001339,49.370682,25.958395,1,0,1450159
6e32cfe7,4,15.773875,2,6/22/1600 9:12 PM ,,0,21.737822,3,0,2/23/1608 3:52 AM,148,60.881088,1, The Mountains,11.632695,44.475839,107.611778,1,0,1442146
6e32cfec,4,5.063825,2,5/23/1602 7:29 PM ,,1,,4,,8/11/1612 5:51 AM,74,49.458007,0, The Mountains,,77.048386,96.271542,,0,1217268
6e32cfee,3,51.114954,3,10/24/1605 7:37 PM ,0,0,,2,0,3/5/1611 12:59 AM,74,20.487808,0, King's Landing,,29.498543,98.529817,1,0,1350144
6e32cff0,2,37.24402,2,1/14/1602 4:48 AM ,0,0,29.451655,4,0,3/4/1609 4:22 PM,141,,0, The Mountains,18.792642,17.693796,136.903733,1,,1435316
6e32cff5,3,17.011374,2,10/14/1605 1:20 AM ,,0,64.02721,4,0,3/16/1609 11:15 PM,106,,0, Servant's Premises,53.910195,,72.801718,1,1,1341556
6e32cff9,3,21.920179,2,1/7/1601 3:37 PM ,0,0,60.487683,2,0,12/2/1610 7:12 PM,110,136.474649,0, The Mountains,50.332725,140.461249,,1,,1078135
6e32cffb,2,58.408258,3,11/14/1602 6:35 AM ,0,0,25.728207,4,0,1/21/1610 3:52 PM,145,,0, The Mountains,14.814197,54.754213,24.887373,1,0,1434461
6e32cfff,,13.643248,2,11/24/1605 11:39 AM ,0,0,117.688478,4,0,3/3/1612 11:41 PM,53,55.194201,0, Cursed Land,106.867728,112.204225,7.331488,1,0,995384
6e32d003,2,57.461829,4,2/1/1606 12:34 PM ,,1,95.46071,2,0,1/16/1608 9:28 AM,76,,1,,84.490468,60.125968,47.483615,0,0,1172013
6e32d009,,1.123113,3,5/18/1603 8:22 PM ,0,0,129.656878,3,0,8/6/1608 11:37 AM,41,,1, King's Landing,118.908655,73.607791,110.437332,0,0,1020444
6e32d00c,3,10.72477,2,1/13/1601 7:32 AM ,0,0,18.568358,2,0,2/14/1609 10:58 PM,152,28.194885,1, The Mountains,8.090356,57.049838,121.737656,0,0,1394892
6e32d00e,3,83.448281,4,11/7/1606 11:48 AM ,,0,76.604668,4,0,10/17/1611 4:46 AM,94,0.988599,0, Servant's Premises,66.068513,,15.561161,1,0,1261775
6e32d013,4,39.250533,4,8/24/1602 5:22 PM ,0,1,50.450784,3,0,7/7/1611 10:10 PM,120,60.548904,1,,39.851566,35.428939,56.675428,0,0,1360182
6e32d017,3,25.498414,,11/10/1604 2:46 AM ,,0,117.575766,4,0,7/3/1609 3:19 AM,53,93.673364,0, The Mountains,107.325118,55.813361,67.798236,1,1,1083058
6e32d01c,3,21.44157,4,11/1/1606 6:22 AM ,0,0,44.651891,2,0,11/13/1607 5:56 PM,126,29.348649,0, The Mountains,33.914079,26.547489,129.504031,1,0,1441579
6e32d020,3,75.913338,2,8/19/1606 7:24 AM ,0,1,,4,0,10/20/1612 2:30 AM,74,116.232545,0, Servant's Premises,,135.95518,96.90175,1,0,1173528
6e32d026,3,17.352285,4,1/8/1600 1:38 PM ,0,1,123.253774,3,0,11/15/1610 2:28 AM,47,21.926644,0,,113.152269,72.557943,31.530238,1,0,1039902
6e32d02b,4,2.831735,3,3/4/1606 2:58 PM ,0,0,11.234357,3,0,8/6/1607 2:39 AM,160,42.310602,0, King's Landing,0.463851,39.596049,84.951802,,0,1625105
6e32d030,4,3.353507,2,11/18/1606 4:50 AM ,,1,122.855294,2,,2/19/1607 12:29 AM,47,44.74755,, King's Landing,112.540505,33.67063,90.308479,1,0,1170811
6e32d035,4,66.347237,3,10/25/1606 9:33 AM ,0,0,18.370135,3,0,6/26/1612 8:27 AM,152,42.73277,1, The Mountains,8.168785,138.642448,44.588025,0,0,1411090
6e32d037,2,27.316383,3,1/12/1601 4:53 AM ,0,0,66.54901,4,0,12/16/1608 5:39 PM,104,109.12251,0, The Mountains,56.071738,59.715593,120.893587,1,0,1203662
6e32d039,,17.897503,,1/18/1602 6:11 AM ,0,1,54.744624,2,0,11/15/1607 12:34 PM,116,47.13049,0, Cursed Land,43.935515,89.749169,28.556451,1,0,1230244
6e32d03e,4,1.138075,2,2/25/1602 4:58 PM ,0,0,21.881547,4,0,6/23/1610 2:28 PM,149,43.129349,0, Servant's Premises,11.175477,59.538046,163.81012,1,0,1462847
6e32d043,3,12.397643,4,9/6/1603 4:33 AM ,0,0,36.170315,2,0,7/9/1610 1:41 AM,134,107.670121,0, Cursed Land,25.960131,87.189539,135.664742,1,,1241409
6e32d045,4,11.659058,4,8/25/1605 5:12 PM ,,1,18.086383,4,0,7/26/1612 10:57 AM,153,19.038547,0, The Mountains,7.477386,19.373641,2.866873,1,0,1650169
6e32d04a,4,30.693682,2,11/5/1605 1:54 AM ,,1,26.391128,2,,11/21/1610 7:37 AM,144,5.745062,0, The Mountains,15.731655,78.417276,160.151949,,0,1350458
6e32d04e,2,9.731898,3,2/25/1604 10:44 PM ,,1,49.85903,3,,9/16/1607 1:16 PM,120,31.001006,0,,39.587552,,43.951167,1,,1383929
6e32d050,4,25.428054,3,2/28/1600 11:28 AM ,0,0,14.369894,4,0,12/25/1610 9:33 PM,156,144.839853,0, The Mountains,3.916571,13.078234,37.845593,1,0,1478473
6e32d052,,39.460784,2,2/11/1601 12:30 AM ,0,1,42.837121,2,0,4/25/1611 9:57 AM,127,118.651736,0, King's Landing,32.700903,56.862286,5.995957,1,,1292524
6e32d058,4,27.119841,2,11/27/1602 7:38 PM ,0,0,142.714658,2,0,1/17/1611 8:18 PM,28,84.271118,0, Cursed Land,131.952578,12.889536,90.780094,1,,870679
6e32d05b,3,8.834375,4,5/18/1600 11:51 AM ,0,0,34.942444,,0,11/10/1610 11:41 AM,136,25.546042,0, The Mountains,23.948609,85.761268,24.334488,1,1,1356376
6e32d05d,2,51.924313,2,2/8/1606 12:20 AM ,,1,69.714655,2,,7/11/1608 2:39 AM,100,,0, King's Landing,59.517323,41.629638,91.33016,1,1,1248401
6e32d060,4,2.322611,4,4/21/1602 9:28 PM ,,1,84.151773,3,,3/23/1612 6:15 PM,86,0.066082,0,,73.680323,12.413408,162.766235,1,0,1238448
6e32d064,2,17.225251,3,6/5/1600 12:37 PM ,0,1,156.081031,2,0,2/6/1608 8:49 AM,14,47.443566,0, The Mountains,145.773817,20.186212,122.99707,,0,803514
6e32d06a,4,10.701775,2,5/22/1600 6:17 AM ,0,0,88.007556,4,0,1/17/1609 1:37 PM,83,94.598577,0, Servant's Premises,77.059006,120.436472,117.729776,1,,1089772
6e32d06d,2,45.171562,2,7/15/1603 5:26 PM ,0,1,62.337068,2,0,8/5/1608 8:32 PM,108,,0, King's Landing,52.160561,21.63996,137.605033,1,0,1345168
6e32d072,2,42.394393,2,8/18/1602 4:45 PM ,0,0,23.463134,3,0,1/1/1607 9:56 AM,147,69.296172,0, Cursed Land,12.947486,112.244581,174.606217,,,1222552
6e32d077,2,38.737328,3,1/26/1605 5:37 PM ,,0,45.940609,4,0,4/22/1609 4:16 PM,124,,0, The Mountains,35.647738,19.902401,114.893095,1,0,1395999
6e32d07c,,17.413551,3,7/21/1603 8:28 AM ,0,0,103.239226,3,0,3/3/1608 7:48 AM,67,55.642861,0, Servant's Premises,92.817319,1.64982,5.893055,1,0,1148988
6e32d081,,8.325646,,8/13/1604 8:26 AM ,0,1,85.737595,2,0,9/25/1607 9:13 PM,84,35.76766,1, Cursed Land,75.617038,6.54546,11.762571,,0,1168961
6e32d086,2,31.032399,2,5/18/1601 5:35 PM ,0,0,14.045466,3,0,11/16/1611 4:56 AM,156,34.299644,0, The Mountains,3.883454,98.056921,22.408685,1,0,1399301
6e32d088,3,0.297842,3,1/22/1603 1:17 PM ,0,1,21.102148,4,0,10/9/1611 11:12 PM,150,3.919419,0, The Mountains,10.127855,1.944099,95.8239,1,0,1606279
6e32d08e,,49.638961,4,4/14/1603 3:32 AM ,0,0,,2,0,1/13/1608 4:30 PM,74,43.825607,0, Cursed Land,,91.589664,34.18686,1,0,1184116
6e32d094,2,45.80167,2,9/10/1604 12:56 PM ,,1,54.255505,3,,6/6/1610 8:40 AM,116,56.681729,, The Mountains,43.659217,16.894884,196.335776,1,,1262916
6e32d096,2,3.803399,4,11/6/1602 4:29 AM ,0,0,33.962491,4,0,8/17/1611 2:47 AM,136,82.550344,0, The Mountains,23.907579,,246.816762,1,1,1343778
6e32d09b,2,51.074174,4,7/18/1600 1:29 PM ,,0,19.852732,2,0,1/25/1610 12:47 AM,150,6.133424,0, Cursed Land,9.548414,62.14781,164.368723,,0,1260929
6e32d09d,2,55.555218,3,1/6/1606 12:26 PM ,0,1,55.721486,2,0,7/11/1612 3:22 AM,115,56.083481,0, Cursed Land,44.952248,,83.564314,1,0,1200621
6e32d09f,3,57.349442,2,6/12/1602 3:18 AM ,0,0,39.738462,3,0,12/19/1612 5:48 PM,131,67.665324,0, The Mountains,29.385812,,77.241302,,0,1240153
6e32d0a5,2,55.961658,3,10/21/1606 1:13 PM ,0,0,125.462999,4,0,8/18/1610 11:44 AM,45,16.052652,1, The Mountains,114.943975,,57.513601,,0,979872
6e32d0a9,3,23.389574,4,12/13/1601 1:29 AM ,0,0,23.207646,4,0,7/9/1611 8:33 AM,148,34.516962,0, Cursed Land,12.362987,51.752341,221.167684,,0,1334481
6e32d0af,2,45.312225,4,8/20/1603 5:14 PM ,0,0,44.072108,2,0,12/3/1607 10:58 PM,127,110.908864,1, The Mountains,33.477492,48.564874,126.313421,0,0,1271734
6e32d0b3,3,0.559862,2,3/20/1605 4:15 AM ,,1,29.219474,3,,1/21/1608 2:23 PM,141,10.192758,0, The Mountains,19.046904,26.831774,116.583447,,0,1451445
6e32d0b7,,42.787678,3,2/24/1605 6:10 PM ,0,0,38.883146,4,0,8/11/1608 5:21 AM,132,15.540483,0, Servant's Premises,28.062065,,242.323996,1,0,1367343
6e32d0bc,3,7.105292,2,8/10/1605 12:51 PM ,0,0,137.166142,2,0,2/5/1609 10:14 AM,33,,0, The Mountains,127.118131,49.134277,163.682458,1,0,978250
6e32d0c0,2,15.756025,4,1/19/1606 12:50 PM ,0,0,15.068711,3,0,10/27/1610 9:13 PM,155,35.988844,0, The Mountains,4.570255,67.579542,157.877738,1,0,1462503
6e32d0c3,4,30.014551,4,5/14/1605 1:19 PM ,,0,23.662876,3,0,1/28/1612 9:29 AM,146,28.557636,0, The Mountains,13.557405,72.853128,59.226068,1,0,1480960
6e32d0c7,3,76.960407,3,6/22/1604 10:13 PM ,0,1,21.113511,3,0,10/1/1607 5:58 PM,149,17.820094,0, Cursed Land,10.760071,10.996215,45.620881,,1,1424332
6e32d0cb,4,8.824828,4,4/13/1603 9:39 AM ,0,0,89.290594,2,0,12/21/1611 10:37 AM,81,,0, Servant's Premises,78.850443,6.498857,15.48147,1,0,1211971
6e32d0d1,,31.067657,4,8/23/1604 6:24 PM ,0,0,13.839556,2,0,6/23/1612 9:50 AM,157,11.455146,0, The Mountains,3.053104,20.154283,118.185419,1,0,1474911
6e32d0d4,3,23.764293,2,12/15/1605 2:36 PM ,0,1,25.306428,4,0,11/9/1612 4:31 PM,145,45.707424,0, The Mountains,14.59141,58.432703,49.510968,1,0,1512991
6e32d0d7,3,28.81139,2,6/20/1603 10:41 PM ,0,0,47.182368,3,0,9/16/1607 10:10 PM,123,39.59835,0, The Mountains,36.602832,1.201718,151.378858,1,,1415527
6e32d0db,3,31.805639,2,10/12/1603 4:30 PM ,0,0,19.957548,4,0,7/4/1610 10:56 PM,150,17.557024,0, The Mountains,9.794132,3.804804,289.066307,1,,1479955
6e32d0e1,2,20.256665,4,5/25/1605 4:39 PM ,0,0,91.370785,2,0,10/3/1609 11:35 PM,79,75.182362,0, The Mountains,80.598167,43.631966,82.331429,1,0,1145873
6e32d0e4,,22.843904,3,7/12/1601 9:30 AM ,0,0,,4,0,2/16/1607 1:49 AM,74,8.864301,0, The Mountains,,42.615597,27.854425,,0,1327632
6e32d0e6,,23.658776,,4/4/1605 4:50 PM ,0,0,28.865899,3,0,6/23/1608 7:53 AM,141,66.923139,0, Cursed Land,18.75495,68.149748,154.009038,,0,1283729
6e32d0ea,4,47.079764,2,11/5/1604 1:11 PM ,0,0,118.327367,3,0,8/21/1611 8:14 AM,52,,0, Cursed Land,107.57295,1.957051,172.678117,1,0,1009037
6e32d0ee,4,2.214294,,12/23/1603 2:41 AM ,0,1,,4,0,1/18/1609 6:28 PM,74,54.184365,1, Cursed Land,,92.093512,164.64825,0,0,1288606
6e32d0f0,4,2.595396,4,4/2/1601 8:57 AM ,0,0,16.973334,2,0,12/17/1609 10:46 PM,154,26.71137,0, Cursed Land,6.049406,18.368994,138.357459,1,0,1458447
6e32d0f3,2,55.592034,4,11/22/1606 11:22 PM ,0,0,117.410316,4,0,1/13/1611 11:32 AM,53,83.914728,1, The Mountains,107.184545,57.067604,147.898157,,0,930118
6e32d0f7,4,63.798997,3,10/22/1600 6:55 PM ,0,0,22.226814,3,0,10/15/1607 5:54 PM,149,64.028965,, The Mountains,11.437761,34.560742,91.510234,1,0,1453474
